collectid,spp,sizeclass,count
155,rw,<2.5,38
155,rw,<5,9
155,rw,<6,2
155,rw,<7,4
155,rw,<8,4
155,rw,<9,0
155,rw,<10,0
155,to,<BH,16
155,to,<2.5,15
155,to,<5,10
155,to,<6,0
155,to,<7,0
155,to,<8,0
155,to,<9,0
155,to,<10,0
155,df,<BH,0
155,df,<2.5,2
155,df,<5,0
155,df,<6,2
155,df,<7,0
155,df,<8,1
155,df,<9,1
155,df,<10,1
155,gf,<BH,0
155,gf,<2.5,0
155,gf,<5,1
155,gf,<6,0
155,gf,<7,0
155,gf,<8,0
155,gf,<9,0
155,gf,<10,0
156,rw,<BH,12
156,rw,<2.5,64
156,rw,<5,44
156,rw,<6,9
156,rw,<7,3
156,rw,<8,6
156,rw,<9,2
156,rw,<10,1
156,to,<BH,5
156,to,<2.5,17
156,to,<5,8
156,to,<6,0
156,to,<7,2
156,to,<8,0
156,to,<9,2
156,to,<10,0
156,df,<BH,2
156,df,<2.5,6
156,df,<5,4
156,df,<6,0
156,df,<7,2
156,df,<8,0
156,df,<9,0
156,df,<10,0
156,gf,<BH,1
156,gf,<2.5,1
156,gf,<5,0
156,gf,<6,0
156,gf,<7,0
156,gf,<8,0
156,gf,<9,0
156,gf,<10,0
156,wm,<BH,1
156,wm,<2.5,4
156,wm,<5,0
156,wm,<6,0
156,wm,<7,0
156,wm,<8,0
156,wm,<9,0
156,wm,<10,0
157,rw,<BH,2
157,rw,<2.5,73
157,rw,<5,23
157,rw,<6,3
157,rw,<7,4
157,rw,<8,2
157,rw,<9,0
157,rw,<10,2
157,to,<BH,16
157,to,<2.5,27
157,to,<5,7
157,to,<6,4
157,to,<7,3
157,to,<8,3
157,to,<9,0
157,to,<10,0
157,df,<BH,1
157,df,<2.5,1
157,df,<5,4
157,df,<6,2
157,df,<7,0
157,df,<8,1
157,df,<9,1
157,df,<10,0
157,gf,<BH,1
157,gf,<2.5,0
157,gf,<5,0
157,gf,<6,0
157,gf,<7,0
157,gf,<8,0
157,gf,<9,0
157,gf,<10,0
158,rw,<BH,0
158,rw,<2.5,0
158,rw,<5,7
158,rw,<6,1
158,rw,<7,3
158,rw,<8,0
158,rw,<9,0
158,rw,<10,1
158,to,<BH,16
158,to,<2.5,8
158,to,<5,22
158,to,<6,5
158,to,<7,6
158,to,<8,7
158,to,<9,2
158,to,<10,2
158,df,<BH,0
158,df,<2.5,2
158,df,<5,6
158,df,<6,3
158,df,<7,3
158,df,<8,1
158,df,<9,1
158,df,<10,1
332,md,<BH,55
332,md,<2.5,6
332,md,<5,9
332,md,<6,2
332,md,<7,0
332,md,<8,0
332,md,<9,0
332,md,<10,0
332,rw,<BH,20
332,rw,<2.5,35
332,rw,<5,10
332,rw,<6,0
332,rw,<7,1
332,rw,<8,0
332,rw,<9,0
332,rw,<10,0
332,gf,<BH,18
332,gf,<2.5,0
332,gf,<5,0
332,gf,<6,0
332,gf,<7,0
332,gf,<8,0
332,gf,<9,0
332,gf,<10,0
332,to,<BH,4
332,to,<2.5,7
332,to,<5,1
332,to,<6,0
332,to,<7,0
332,to,<8,0
332,to,<9,0
332,to,<10,0
332,df,<BH,133
332,df,<2.5,0
332,df,<5,0
332,df,<6,0
332,df,<7,1
332,df,<8,2
332,df,<9,2
332,df,<10,0
332,sx,<BH,0
332,sx,<2.5,7
332,sx,<5,4
332,sx,<6,0
332,sx,<7,0
332,sx,<8,0
332,sx,<9,0
332,sx,<10,0
332,wm,<BH,0
332,wm,<2.5,3
332,wm,<5,0
332,wm,<6,0
332,wm,<7,1
332,wm,<8,0
332,wm,<9,0
332,wm,<10,0
333,rw,<BH,37
333,rw,<2.5,41
333,rw,<5,13
333,rw,<6,0
333,rw,<7,1
333,rw,<8,1
333,rw,<9,1
333,rw,<10,1
333,to,<BH,8
333,to,<2.5,13
333,to,<5,2
333,to,<6,1
333,to,<7,1
333,to,<8,1
333,to,<9,0
333,to,<10,0
333,df,<BH,31
333,df,<2.5,0
333,df,<5,0
333,df,<6,1
333,df,<7,1
333,df,<8,0
333,df,<9,0
333,df,<10,0
333,gf,<BH,2
333,gf,<2.5,1
333,gf,<5,1
333,gf,<6,1
333,gf,<7,0
333,gf,<8,0
333,gf,<9,0
333,gf,<10,0
159,rw,<BH,9
159,rw,<2.5,33
159,rw,<5,20
159,rw,<6,2
159,rw,<7,0
159,rw,<8,0
159,rw,<9,0
159,rw,<10,1
159,to,<BH,22
159,to,<2.5,4
159,to,<5,0
159,to,<6,0
159,to,<7,0
159,to,<8,0
159,to,<9,0
159,to,<10,0
159,df,<BH,7
159,df,<2.5,0
159,df,<5,0
159,df,<6,0
159,df,<7,0
159,df,<8,0
159,df,<9,0
159,df,<10,0
159,gf,<BH,8
159,gf,<2.5,0
159,gf,<5,0
159,gf,<6,0
159,gf,<7,0
159,gf,<8,0
159,gf,<9,0
159,gf,<10,0
159,gc,<BH,0
159,gc,<2.5,5
159,gc,<5,0
159,gc,<6,0
159,gc,<7,0
159,gc,<8,0
159,gc,<9,0
159,gc,<10,0
160,rw,<BH,1
160,rw,<2.5,5
160,rw,<5,3
160,rw,<6,0
160,rw,<7,1
160,rw,<8,0
160,rw,<9,0
160,rw,<10,0
160,to,<BH,31
160,to,<2.5,30
160,to,<5,15
160,to,<6,2
160,to,<7,2
160,to,<8,0
160,to,<9,0
160,to,<10,1
160,gf,<BH,0
160,gf,<2.5,0
160,gf,<5,1
160,gf,<6,0
160,gf,<7,0
160,gf,<8,0
160,gf,<9,0
160,gf,<10,0
161,rw,<BH,2
161,rw,<2.5,5
161,rw,<5,0
161,rw,<6,1
161,rw,<7,0
161,rw,<8,0
161,rw,<9,0
161,rw,<10,0
161,to,<BH,63
161,to,<2.5,48
161,to,<5,2
161,to,<6,0
161,to,<7,0
161,to,<8,0
161,to,<9,1
161,to,<10,1
161,df,<BH,95
161,df,<2.5,0
161,df,<5,0
161,df,<6,0
161,df,<7,1
161,df,<8,0
161,df,<9,0
161,df,<10,0
161,gf,<BH,4
161,gf,<2.5,0
161,gf,<5,0
161,gf,<6,0
161,gf,<7,0
161,gf,<8,0
161,gf,<9,0
161,gf,<10,0
510,to,<BH,125
510,to,<2.5,44
510,to,<5,24
510,to,<6,3
510,to,<7,3
510,to,<8,0
510,to,<9,1
510,to,<10,0
510,df,<BH,0
510,df,<2.5,3
510,df,<5,3
510,df,<6,1
510,df,<7,3
510,df,<8,0
510,df,<9,1
510,df,<10,0
510,hm,<BH,0
510,hm,<2.5,2
510,hm,<5,1
510,hm,<6,0
510,hm,<7,0
510,hm,<8,0
510,hm,<9,0
510,hm,<10,0
511,to,<BH,20
511,to,<2.5,32
511,to,<5,3
511,to,<6,0
511,to,<7,3
511,to,<8,1
511,to,<9,1
511,to,<10,0
511,rw,<BH,13
511,rw,<2.5,12
511,rw,<5,7
511,rw,<6,2
511,rw,<7,1
511,rw,<8,0
511,rw,<9,1
511,rw,<10,0
512,to,<BH,18
512,to,<2.5,48
512,to,<5,4
512,to,<6,0
512,to,<7,2
512,to,<8,1
512,to,<9,0
512,to,<10,2
512,hm,<BH,1
512,hm,<2.5,1
512,hm,<5,0
512,hm,<6,0
512,hm,<7,0
512,hm,<8,0
512,hm,<9,0
512,hm,<10,0
513,to,<BH,45
513,to,<2.5,14
513,to,<5,5
513,to,<6,0
513,to,<7,0
513,to,<8,0
513,to,<9,0
513,to,<10,0
513,rw,<BH,16
513,rw,<2.5,0
513,rw,<5,0
513,rw,<6,0
513,rw,<7,2
513,rw,<8,0
513,rw,<9,0
513,rw,<10,0
514,to,<BH,49
514,to,<2.5,2
514,to,<5,3
514,to,<6,7
514,to,<7,1
514,to,<8,1
514,to,<9,3
514,to,<10,0
514,rw,<BH,7
514,rw,<2.5,2
514,rw,<5,0
514,rw,<6,0
514,rw,<7,0
514,rw,<8,0
514,rw,<9,0
514,rw,<10,0
514,df,<BH,0
514,df,<2.5,0
514,df,<5,1
514,df,<6,0
514,df,<7,0
514,df,<8,0
514,df,<9,0
514,df,<10,0
515,to,<BH,18
515,to,<2.5,56
515,to,<5,1
515,to,<6,0
515,to,<7,0
515,to,<8,0
515,to,<9,0
515,to,<10,1
515,df,<BH,7
515,df,<2.5,0
515,df,<5,0
515,df,<6,0
515,df,<7,0
515,df,<8,0
515,df,<9,0
515,df,<10,0
515,rw,<BH,2
515,rw,<2.5,10
515,rw,<5,1
515,rw,<6,0
515,rw,<7,1
515,rw,<8,0
515,rw,<9,0
515,rw,<10,0
515,gc,<BH,0
515,gc,<2.5,2
515,gc,<5,0
515,gc,<6,0
515,gc,<7,0
515,gc,<8,0
515,gc,<9,0
515,gc,<10,0
516,to,<BH,32
516,to,<2.5,14
516,to,<5,0
516,to,<6,0
516,to,<7,1
516,to,<8,0
516,to,<9,0
516,to,<10,1
516,rw,<BH,4
516,rw,<2.5,0
516,rw,<5,2
516,rw,<6,0
516,rw,<7,0
516,rw,<8,0
516,rw,<9,0
516,rw,<10,0
517,rw,<BH,16
517,rw,<2.5,4
517,rw,<5,2
517,rw,<6,1
517,rw,<7,0
517,rw,<8,0
517,rw,<9,0
517,rw,<10,0
517,to,<BH,28
517,to,<2.5,12
517,to,<5,1
517,to,<6,1
517,to,<7,0
517,to,<8,1
517,to,<9,0
517,to,<10,0
517,df,<BH,8
517,df,<2.5,1
517,df,<5,0
517,df,<6,0
517,df,<7,0
517,df,<8,0
517,df,<9,0
517,df,<10,0
518,to,<BH,44
518,to,<2.5,24
518,to,<5,4
518,to,<6,2
518,to,<7,0
518,to,<8,2
518,to,<9,0
518,to,<10,1
518,rw,<BH,5
518,rw,<2.5,0
518,rw,<5,0
518,rw,<6,0
518,rw,<7,0
518,rw,<8,0
518,rw,<9,0
518,rw,<10,1
518,df,<BH,3
518,df,<2.5,0
518,df,<5,0
518,df,<6,0
518,df,<7,0
518,df,<8,0
518,df,<9,0
518,df,<10,0
519,to,<BH,27
519,to,<2.5,12
519,to,<5,4
519,to,<6,3
519,to,<7,7
519,to,<8,4
519,to,<9,3
519,to,<10,4
519,rw,<BH,6
519,rw,<2.5,0
519,rw,<5,0
519,rw,<6,0
519,rw,<7,0
519,rw,<8,0
519,rw,<9,0
519,rw,<10,0
519,df,<BH,2
519,df,<2.5,0
519,df,<5,0
519,df,<6,0
519,df,<7,0
519,df,<8,0
519,df,<9,0
519,df,<10,0
403,to,<BH,28
403,to,<2.5,4
403,to,<5,0
403,to,<6,0
403,to,<7,0
403,to,<8,0
403,to,<9,0
403,to,<10,0
403,gf,<BH,5
403,gf,<2.5,1
403,gf,<5,5
403,gf,<6,0
403,gf,<7,0
403,gf,<8,0
403,gf,<9,0
403,gf,<10,0
403,rw,<BH,14
403,rw,<2.5,13
403,rw,<5,0
403,rw,<6,1
403,rw,<7,1
403,rw,<8,1
403,rw,<9,0
403,rw,<10,1
404,to,<BH,235
404,to,<2.5,7
404,to,<5,2
404,to,<6,1
404,to,<7,0
404,to,<8,0
404,to,<9,0
404,to,<10,0
404,gf,<BH,24
404,gf,<2.5,25
404,gf,<5,6
404,gf,<6,0
404,gf,<7,0
404,gf,<8,0
404,gf,<9,0
404,gf,<10,0
404,df,<BH,2
404,df,<2.5,6
404,df,<5,7
404,df,<6,1
404,df,<7,1
404,df,<8,0
404,df,<9,0
404,df,<10,0
405,to,<BH,58
405,to,<2.5,32
405,to,<5,4
405,to,<6,0
405,to,<7,1
405,to,<8,1
405,to,<9,0
405,to,<10,0
405,gf,<BH,0
405,gf,<2.5,1
405,gf,<5,0
405,gf,<6,0
405,gf,<7,0
405,gf,<8,0
405,gf,<9,0
405,gf,<10,0
405,rw,<BH,0
405,rw,<2.5,3
405,rw,<5,0
405,rw,<6,0
405,rw,<7,0
405,rw,<8,0
405,rw,<9,0
405,rw,<10,0
406,to,<BH,52
406,to,<2.5,136
406,to,<5,0
406,to,<6,0
406,to,<7,0
406,to,<8,0
406,to,<9,0
406,to,<10,0
406,gf,<BH,18
406,gf,<2.5,0
406,gf,<5,0
406,gf,<6,0
406,gf,<7,0
406,gf,<8,0
406,gf,<9,0
406,gf,<10,0
406,df,<BH,10
406,df,<2.5,2
406,df,<5,2
406,df,<6,0
406,df,<7,0
406,df,<8,0
406,df,<9,0
406,df,<10,1
406,md,<BH,4
406,md,<2.5,3
406,md,<5,0
406,md,<6,0
406,md,<7,0
406,md,<8,0
406,md,<9,0
406,md,<10,0
407,to,<BH,45
407,to,<2.5,26
407,to,<5,6
407,to,<6,3
407,to,<7,1
407,to,<8,1
407,to,<9,0
407,to,<10,0
407,df,<BH,0
407,df,<2.5,6
407,df,<5,0
407,df,<6,0
407,df,<7,0
407,df,<8,0
407,df,<9,0
407,df,<10,0
407,rw,<BH,2
407,rw,<2.5,2
407,rw,<5,1
407,rw,<6,1
407,rw,<7,0
407,rw,<8,0
407,rw,<9,0
407,rw,<10,0
407,gf,<BH,4
407,gf,<2.5,0
407,gf,<5,0
407,gf,<6,0
407,gf,<7,0
407,gf,<8,0
407,gf,<9,0
407,gf,<10,0
542,to,<BH,33
542,to,<2.5,19
542,to,<5,17
542,to,<6,3
542,to,<7,1
542,to,<8,2
542,to,<9,2
542,to,<10,0
542,df,<BH,6
542,df,<2.5,16
542,df,<5,11
542,df,<6,4
542,df,<7,1
542,df,<8,0
542,df,<9,0
542,df,<10,0
542,rw,<BH,3
542,rw,<2.5,12
542,rw,<5,2
542,rw,<6,2
542,rw,<7,0
542,rw,<8,1
542,rw,<9,1
542,rw,<10,2
542,gf,<BH,1
542,gf,<2.5,2
542,gf,<5,0
542,gf,<6,0
542,gf,<7,0
542,gf,<8,0
542,gf,<9,0
542,gf,<10,0
543,to,<BH,42
543,to,<2.5,58
543,to,<5,8
543,to,<6,0
543,to,<7,0
543,to,<8,0
543,to,<9,1
543,to,<10,0
543,gf,<BH,7
543,gf,<2.5,3
543,gf,<5,1
543,gf,<6,0
543,gf,<7,0
543,gf,<8,0
543,gf,<9,0
543,gf,<10,0
543,rw,<BH,15
543,rw,<2.5,5
543,rw,<5,1
543,rw,<6,1
543,rw,<7,0
543,rw,<8,2
543,rw,<9,1
543,rw,<10,1
544,to,<BH,160
544,to,<2.5,17
544,to,<5,14
544,to,<6,3
544,to,<7,3
544,to,<8,1
544,to,<9,0
544,to,<10,1
544,gf,<BH,3
544,gf,<2.5,5
544,gf,<5,3
544,gf,<6,0
544,gf,<7,3
544,gf,<8,0
544,gf,<9,0
544,gf,<10,0
544,df,<BH,4
544,df,<2.5,3
544,df,<5,3
544,df,<6,0
544,df,<7,0
544,df,<8,0
544,df,<9,0
544,df,<10,1
544,rw,<BH,0
544,rw,<2.5,2
544,rw,<5,1
544,rw,<6,0
544,rw,<7,1
544,rw,<8,1
544,rw,<9,1
544,rw,<10,0
545,to,<BH,77
545,to,<2.5,33
545,to,<5,14
545,to,<6,2
545,to,<7,1
545,to,<8,3
545,to,<9,0
545,to,<10,0
545,rw,<BH,3
545,rw,<2.5,7
545,rw,<5,5
545,rw,<6,0
545,rw,<7,0
545,rw,<8,0
545,rw,<9,0
545,rw,<10,0
545,df,<BH,1
545,df,<2.5,7
545,df,<5,4
545,df,<6,0
545,df,<7,0
545,df,<8,0
545,df,<9,0
545,df,<10,0
546,to,<BH,49
546,to,<2.5,47
546,to,<5,25
546,to,<6,0
546,to,<7,0
546,to,<8,0
546,to,<9,0
546,to,<10,0
546,rw,<BH,17
546,rw,<2.5,28
546,rw,<5,8
546,rw,<6,0
546,rw,<7,1
546,rw,<8,3
546,rw,<9,1
546,rw,<10,2
546,df,<BH,1
546,df,<2.5,9
546,df,<5,2
546,df,<6,0
546,df,<7,1
546,df,<8,0
546,df,<9,0
546,df,<10,0
546,gf,<BH,0
546,gf,<2.5,1
546,gf,<5,3
546,gf,<6,1
546,gf,<7,0
546,gf,<8,0
546,gf,<9,0
546,gf,<10,0
546,hm,<BH,0
546,hm,<2.5,3
546,hm,<5,2
546,hm,<6,0
546,hm,<7,0
546,hm,<8,0
546,hm,<9,0
546,hm,<10,0
539,to,<BH,183
539,to,<2.5,21
539,to,<5,13
539,to,<6,1
539,to,<7,2
539,to,<8,1
539,to,<9,0
539,to,<10,1
539,rw,<BH,1
539,rw,<2.5,2
539,rw,<5,1
539,rw,<6,0
539,rw,<7,1
539,rw,<8,0
539,rw,<9,0
539,rw,<10,0
539,gf,<BH,0
539,gf,<2.5,0
539,gf,<5,1
539,gf,<6,0
539,gf,<7,0
539,gf,<8,0
539,gf,<9,1
539,gf,<10,0
535,gf,<BH,48
535,gf,<2.5,2
535,gf,<5,0
535,gf,<6,0
535,gf,<7,0
535,gf,<8,0
535,gf,<9,0
535,gf,<10,0
535,rw,<BH,3
535,rw,<2.5,12
535,rw,<5,8
535,rw,<6,1
535,rw,<7,0
535,rw,<8,0
535,rw,<9,0
535,rw,<10,0
535,df,<BH,11
535,df,<2.5,0
535,df,<5,0
535,df,<6,0
535,df,<7,0
535,df,<8,0
535,df,<9,0
535,df,<10,0
535,to,<BH,19
535,to,<2.5,39
535,to,<5,1
535,to,<6,0
535,to,<7,1
535,to,<8,1
535,to,<9,1
535,to,<10,0
536,rw,<BH,31
536,rw,<2.5,21
536,rw,<5,8
536,rw,<6,0
536,rw,<7,0
536,rw,<8,2
536,rw,<9,0
536,rw,<10,0
536,to,<BH,35
536,to,<2.5,33
536,to,<5,0
536,to,<6,0
536,to,<7,0
536,to,<8,0
536,to,<9,0
536,to,<10,0
536,gf,<BH,52
536,gf,<2.5,0
536,gf,<5,0
536,gf,<6,0
536,gf,<7,0
536,gf,<8,0
536,gf,<9,0
536,gf,<10,0
536,df,<BH,11
536,df,<2.5,0
536,df,<5,0
536,df,<6,0
536,df,<7,0
536,df,<8,0
536,df,<9,0
536,df,<10,0
537,to,<BH,115
537,to,<2.5,19
537,to,<5,1
537,to,<6,0
537,to,<7,3
537,to,<8,0
537,to,<9,0
537,to,<10,0
537,gf,<BH,5
537,gf,<2.5,8
537,gf,<5,2
537,gf,<6,0
537,gf,<7,0
537,gf,<8,0
537,gf,<9,0
537,gf,<10,0
537,df,<BH,8
537,df,<2.5,0
537,df,<5,5
537,df,<6,0
537,df,<7,0
537,df,<8,0
537,df,<9,0
537,df,<10,0
537,rw,<BH,40
537,rw,<2.5,1
537,rw,<5,8
537,rw,<6,2
537,rw,<7,3
537,rw,<8,0
537,rw,<9,0
537,rw,<10,0
538,to,<BH,91
538,to,<2.5,71
538,to,<5,12
538,to,<6,0
538,to,<7,0
538,to,<8,0
538,to,<9,0
538,to,<10,1
538,gf,<BH,0
538,gf,<2.5,1
538,gf,<5,0
538,gf,<6,0
538,gf,<7,0
538,gf,<8,0
538,gf,<9,0
538,gf,<10,0
538,rw,<BH,15
538,rw,<2.5,0
538,rw,<5,1
538,rw,<6,1
538,rw,<7,1
538,rw,<8,0
538,rw,<9,0
538,rw,<10,0
538,df,<BH,2
538,df,<2.5,0
538,df,<5,0
538,df,<6,0
538,df,<7,0
538,df,<8,0
538,df,<9,0
538,df,<10,0
163,rw,<BH,2
163,rw,<2.5,16
163,rw,<5,5
163,rw,<6,2
163,rw,<7,0
163,rw,<8,0
163,rw,<9,0
163,rw,<10,0
163,df,<BH,2
163,df,<2.5,2
163,df,<5,6
163,df,<6,5
163,df,<7,0
163,df,<8,1
163,df,<9,0
163,df,<10,0
163,hm,<BH,3
163,hm,<2.5,19
163,hm,<5,7
163,hm,<6,2
163,hm,<7,2
163,hm,<8,0
163,hm,<9,0
163,hm,<10,0
163,to,<BH,7
163,to,<2.5,16
163,to,<5,6
163,to,<6,4
163,to,<7,1
163,to,<8,2
163,to,<9,0
163,to,<10,0
162,rw,<BH,5
162,rw,<2.5,8
162,rw,<5,3
162,rw,<6,3
162,rw,<7,2
162,rw,<8,1
162,rw,<9,1
162,rw,<10,1
162,to,<BH,1
162,to,<2.5,8
162,to,<5,7
162,to,<6,4
162,to,<7,1
162,to,<8,1
162,to,<9,0
162,to,<10,0
162,ra,<BH,0
162,ra,<2.5,10
162,ra,<5,4
162,ra,<6,4
162,ra,<7,0
162,ra,<8,0
162,ra,<9,0
162,ra,<10,1
162,df,<BH,0
162,df,<2.5,14
162,df,<5,6
162,df,<6,3
162,df,<7,2
162,df,<8,0
162,df,<9,0
162,df,<10,4
162,gf,<BH,0
162,gf,<2.5,1
162,gf,<5,1
162,gf,<6,0
162,gf,<7,0
162,gf,<8,0
162,gf,<9,1
162,gf,<10,0
162,hm,<BH,6
162,hm,<2.5,2
162,hm,<5,3
162,hm,<6,0
162,hm,<7,1
162,hm,<8,0
162,hm,<9,1
162,hm,<10,0
162,wm,<BH,3
162,wm,<2.5,32
162,wm,<5,12
162,wm,<6,3
162,wm,<7,1
162,wm,<8,1
162,wm,<9,2
162,wm,<10,0
164,rw,<BH,5
164,rw,<2.5,12
164,rw,<5,8
164,rw,<6,0
164,rw,<7,2
164,rw,<8,3
164,rw,<9,1
164,rw,<10,1
164,to,<BH,0
164,to,<2.5,2
164,to,<5,3
164,to,<6,5
164,to,<7,2
164,to,<8,0
164,to,<9,1
164,to,<10,1
165,rw,<BH,12
165,rw,<2.5,27
165,rw,<5,24
165,rw,<6,1
165,rw,<7,2
165,rw,<8,1
165,rw,<9,0
165,rw,<10,2
165,to,<BH,14
165,to,<2.5,27
165,to,<5,6
165,to,<6,1
165,to,<7,0
165,to,<8,0
165,to,<9,1
165,to,<10,0
165,df,<BH,7
165,df,<2.5,0
165,df,<5,0
165,df,<6,0
165,df,<7,1
165,df,<8,0
165,df,<9,0
165,df,<10,0
166,rw,<BH,0
166,rw,<2.5,9
166,rw,<5,7
166,rw,<6,2
166,rw,<7,1
166,rw,<8,0
166,rw,<9,0
166,rw,<10,0
166,to,<BH,27
166,to,<2.5,4
166,to,<5,19
166,to,<6,2
166,to,<7,2
166,to,<8,0
166,to,<9,1
166,to,<10,1
166,df,<BH,0
166,df,<2.5,0
166,df,<5,0
166,df,<6,1
166,df,<7,2
166,df,<8,0
166,df,<9,0
166,df,<10,0
166,hm,<BH,0
166,hm,<2.5,0
166,hm,<5,3
166,hm,<6,0
166,hm,<7,3
166,hm,<8,1
166,hm,<9,0
166,hm,<10,2
167,rw,<BH,0
167,rw,<2.5,21
167,rw,<5,3
167,rw,<6,1
167,rw,<7,0
167,rw,<8,0
167,rw,<9,0
167,rw,<10,0
167,df,<BH,1
167,df,<2.5,1
167,df,<5,0
167,df,<6,0
167,df,<7,0
167,df,<8,0
167,df,<9,0
167,df,<10,0
167,gf,<BH,4
167,gf,<2.5,4
167,gf,<5,3
167,gf,<6,0
167,gf,<7,1
167,gf,<8,0
167,gf,<9,1
167,gf,<10,0
167,wm,<BH,8
167,wm,<2.5,38
167,wm,<5,7
167,wm,<6,0
167,wm,<7,0
167,wm,<8,1
167,wm,<9,0
167,wm,<10,0
167,hm,<BH,1
167,hm,<2.5,3
167,hm,<5,0
167,hm,<6,1
167,hm,<7,1
167,hm,<8,3
167,hm,<9,0
167,hm,<10,0
167,md,<BH,0
167,md,<2.5,1
167,md,<5,0
167,md,<6,0
167,md,<7,0
167,md,<8,0
167,md,<9,0
167,md,<10,0
167,to,<BH,24
167,to,<2.5,113
167,to,<5,19
167,to,<6,2
167,to,<7,1
167,to,<8,0
167,to,<9,2
167,to,<10,0
168,rw,<BH,0
168,rw,<2.5,7
168,rw,<5,3
168,rw,<6,0
168,rw,<7,1
168,rw,<8,0
168,rw,<9,1
168,rw,<10,0
168,to,<BH,12
168,to,<2.5,23
168,to,<5,6
168,to,<6,1
168,to,<7,6
168,to,<8,1
168,to,<9,1
168,to,<10,0
168,wm,<BH,0
168,wm,<2.5,0
168,wm,<5,0
168,wm,<6,1
168,wm,<7,0
168,wm,<8,1
168,wm,<9,0
168,wm,<10,0
168,gf,<BH,0
168,gf,<2.5,1
168,gf,<5,3
168,gf,<6,0
168,gf,<7,1
168,gf,<8,1
168,gf,<9,0
168,gf,<10,0
168,df,<BH,0
168,df,<2.5,0
168,df,<5,1
168,df,<6,0
168,df,<7,0
168,df,<8,0
168,df,<9,0
168,df,<10,0
169,rw,<BH,8
169,rw,<2.5,2
169,rw,<5,3
169,rw,<6,0
169,rw,<7,1
169,rw,<8,0
169,rw,<9,0
169,rw,<10,0
169,to,<BH,22
169,to,<2.5,5
169,to,<5,5
169,to,<6,0
169,to,<7,0
169,to,<8,4
169,to,<9,0
169,to,<10,0
169,df,<BH,2
169,df,<2.5,0
169,df,<5,0
169,df,<6,0
169,df,<7,0
169,df,<8,0
169,df,<9,0
169,df,<10,0
169,gf,<BH,0
169,gf,<2.5,2
169,gf,<5,1
169,gf,<6,0
169,gf,<7,0
169,gf,<8,1
169,gf,<9,0
169,gf,<10,0
169,wm,<BH,0
169,wm,<2.5,0
169,wm,<5,0
169,wm,<6,0
169,wm,<7,0
169,wm,<8,0
169,wm,<9,1
169,wm,<10,0
169,hm,<BH,0
169,hm,<2.5,0
169,hm,<5,1
169,hm,<6,2
169,hm,<7,0
169,hm,<8,0
169,hm,<9,0
169,hm,<10,0
170,rw,<BH,8
170,rw,<2.5,20
170,rw,<5,6
170,rw,<6,1
170,rw,<7,2
170,rw,<8,0
170,rw,<9,0
170,rw,<10,0
170,to,<BH,30
170,to,<2.5,10
170,to,<5,1
170,to,<6,1
170,to,<7,0
170,to,<8,1
170,to,<9,2
170,to,<10,0
170,gf,<BH,9
170,gf,<2.5,6
170,gf,<5,9
170,gf,<6,1
170,gf,<7,3
170,gf,<8,1
170,gf,<9,4
170,gf,<10,1
170,hm,<BH,0
170,hm,<2.5,4
170,hm,<5,4
170,hm,<6,0
170,hm,<7,4
170,hm,<8,1
170,hm,<9,0
170,hm,<10,1
170,wm,<BH,0
170,wm,<2.5,17
170,wm,<5,1
170,wm,<6,0
170,wm,<7,0
170,wm,<8,0
170,wm,<9,0
170,wm,<10,0
170,df,<BH,0
170,df,<2.5,0
170,df,<5,0
170,df,<6,0
170,df,<7,0
170,df,<8,0
170,df,<9,0
170,df,<10,1
171,rw,<BH,1
171,rw,<2.5,6
171,rw,<5,5
171,rw,<6,0
171,rw,<7,0
171,rw,<8,1
171,rw,<9,1
171,rw,<10,0
171,to,<BH,40
171,to,<2.5,39
171,to,<5,5
171,to,<6,0
171,to,<7,1
171,to,<8,0
171,to,<9,0
171,to,<10,1
171,df,<BH,6
171,df,<2.5,0
171,df,<5,2
171,df,<6,1
171,df,<7,2
171,df,<8,3
171,df,<9,2
171,df,<10,2
171,gf,<BH,1
171,gf,<2.5,0
171,gf,<5,2
171,gf,<6,1
171,gf,<7,2
171,gf,<8,3
171,gf,<9,2
171,gf,<10,2
171,hm,<BH,0
171,hm,<2.5,1
171,hm,<5,0
171,hm,<6,0
171,hm,<7,1
171,hm,<8,1
171,hm,<9,0
171,hm,<10,0
171,wm,<BH,0
171,wm,<2.5,5
171,wm,<5,0
171,wm,<6,0
171,wm,<7,0
171,wm,<8,0
171,wm,<9,0
171,wm,<10,1
172,rw,<BH,0
172,rw,<2.5,10
172,rw,<5,5
172,rw,<6,2
172,rw,<7,4
172,rw,<8,0
172,rw,<9,0
172,rw,<10,0
172,hm,<BH,11
172,hm,<2.5,0
172,hm,<5,0
172,hm,<6,0
172,hm,<7,0
172,hm,<8,1
172,hm,<9,0
172,hm,<10,0
172,to,<BH,5
172,to,<2.5,7
172,to,<5,3
172,to,<6,3
172,to,<7,0
172,to,<8,3
172,to,<9,0
172,to,<10,0
173,rw,<BH,7
173,rw,<2.5,8
173,rw,<5,6
173,rw,<6,1
173,rw,<7,2
173,rw,<8,0
173,rw,<9,1
173,rw,<10,1
173,df,<BH,2
173,df,<2.5,0
173,df,<5,0
173,df,<6,0
173,df,<7,0
173,df,<8,0
173,df,<9,0
173,df,<10,0
173,to,<BH,33
173,to,<2.5,24
173,to,<5,10
173,to,<6,0
173,to,<7,0
